,College Name or Type,guess,name,big10,pac,sisters,hbcu
2681,canisius college,,1,,,,
2682,tier2 public,,,,,,
2683,uc- santa cruz,,1,,,,
2684,tier ii public,,,,,,
2685,"private, jesuit catholic",,,,,,
2686,wisconsin,,1,,,,
2687,private la,,,,,,
2688,mary washington,,1,,,,
2689,northeast tier i,,,,,,
2690,top30 public,1,1,,,,
2691,college of the holy cross,,1,,,,
2692,top-5 lac,1,1,,,,
2693,#1 public,1,1,,,,
2694,internationial/talmudic,,,,,,
2695,north dakota state,,1,,,,
2696,st. petersburg college,,1,,,,
2697,top 20-ish private,1,1,,,,
2698,univerity,,,,,,
2699,university of wisconsin - madi,,1,,,,
2700,"private, tech, top 2",1,1,,,,
2701,beijing union university,,,,,,
2702,public school in texas,,,,,,
2703,public (uc),,1,,,,
2704,one of those underfunded types,,,,,,
2705,large public- 3rd tier,,,,,,
2706,"california state univeristy, l",,1,,,,
2707,public in kansas,,,,,,
2708,state public university,,,,,,
2709,cal poly san luis obispo,,1,,,,
2710,state military,,,,,,
2711,small- liberal arts,,,,,,
2712,ivy private,1,1,,,,
2713,southampton solent university,,1,,,,
2714,ithaca college,,1,,,,
2715,the citadel,,,,,,
2716,the ohio state unive,,1,,,,
2717,university of michigan-ann arb,,1,,,,
2718,masters,,,,,,
2719,#16,1,1,,,,
2720,southern utah university,,1,,,,
2721,rutgers nb,,1,,,,
2722,cal private,,,,,,
2723,#1 regional small pr,1,1,,,,
2724,"public, 2nd tier",,,,,,
2725,"#1 small, liberal arts college",1,1,,,,
2726,small & unknown lac,,,,,,
2727,small unknown college,,,,,,
2728,small business school,,,,,,
2729,lmu,,1,,,,
2730,top-10 liberal arts,1,1,,,,
2731,medium-size elite private,,,,,,
2732,grade deflator,,,,,,
2733,top ten university,1,1,,,,
2734,university of arkansas @ littl,,1,,,,
2735,u.s. naval academy,,1,,,,
2736,case western reserve universit,,1,,,,
2737,sall school,,,,,,
2738,t50 public,1,1,,,,
2739,big 10 public,,,1,,,
2740,"upenn, private, ivy",,1,,,,
2741,michigan state unive,,1,,,,
2742,top 25 school,1,1,,,,
2743,tier 1 large public,,,,,,
2744,u. of vermont,,1,,,,
2745,"liberal-arts, private",,,,,,
2746,top large public,,,,,,
2747,michigan - go blue,,1,,,,
2748,large pulbic,,,,,,
2749,"private, non-ivy",1,1,,,,
2750,"\""new ivy\""",,,,,,
2751,private and public,,,,,,
2752,elite private (non-ivy),1,1,,,,
2753,private top 35,1,1,,,,
2754,sou,,,,,,
2755,"large, public, middle-of-the-p",,,,,,
2756,large top tier public,,,,,,
2757,cwu,,1,,,,
2758,private hippy,,,,,,
2759,university of pennys,,1,,,,
2760,"public, not great",,,,,,
2761,"small top 50, public",1,1,,,,
2762,4 yr university,,,,,,
2763,one of the above,,,,,,
2764,kwame nkrumah university of sc,,,,,,
2765,"private, suburban",,,,,,
2766,private top 5,1,1,,,,
2767,very large,,,,,,
2768,grand valley state,,1,,,,
2769,northeastern liberal arts,,,,,,
2770,t30,1,1,,,,
2771,"liberal arts, small",,,,,,
2772,saint mary's college of califo,,1,,,,
2773,cuny queens college,,1,,,,
2774,t40,1,1,,,,
2775,ulol,,,,,,
2776,cooper union,,1,,,,
2777,pennsylvania state university,,1,,,,
2778,"small private, city univ.",,,,,,
2779,private/religious (byu),,1,,,,
2780,csu long beach,,1,,,,
2781,big public school,,,,,,
2782,liberal arts ok,,,,,,
2783,school of rock,,,,,,
2784,undergrad / grad,,,,,,
2785,hu-you know!,,,,,,
2786,selective liberal arts,,,,,,
2787,public undergrad and grad,,,,,,
2788,csu dominguez hills,,1,,,,
2789,st. joseph's college,,1,,,,
2790,considered a public ivy league,,,,,,
2791,very liberal arts,,,,,,
2792,west chester university,,1,,,,
2793,publi,,,,,,
2794,large-state,,,,,,
2795,top-30 private,1,1,,,,
2796,medium-sized public ivy,,,,,,
2797,mid-atlantic large urban,,,,,,
2798,large midwest state school,,,,,,
2799,natural sciences & mathematics,,,,,,
2800,large - state school,,,,,,
2801,good state,,,,,,
2802,indiana-purdue university fort,,1,,,,
2803,big xii,,,1,,,
2804,public unverisity,,,,,,
2805,uc -- large public,,1,,,,
2806,small private rural,,,,,,
2807,real world,,,,,,
2808,top 40 ranked libera,1,1,,,,
2809,4 yr private,,,,,,
2810,"liberal arts,private",,,,,,
2811,sewanee: the university of the,,,,,,
2812,new jersey public,,,,,,
2813,distance,,,,,,
2814,seattle university,,1,,,,
2815,grinnell college,,1,,,,
2816,"private, all-women's",,,,,,
2817,tier2,,,,,,
2818,directional,,,,,,
2819,mid-size state,,,,,,
2820,state uni.,,,,,,
2821,public - hbcu,,,,,,1
2822,the college of new jersey,,1,,,,
2823,hbcu - morehouse,,,,,,1
2824,loyola chicago,,1,,,,
2825,large school; liberal arts,,,,,,
2826,nycct,,1,,,,
2827,large public (state,,,,,,
2828,"hyp, to be square",,1,,,,
2829,"public, top 25",1,1,,,,
2830,lee university,,1,,,,
2831,regular?,,,,,,
2832,"large public, then t",,,,,,
2833,online ivy,,,,,,
2834,sewanee,,,,,,
2835,top 50 ugrad,,1,,,,
2836,private liberal arts - top ten,1,1,,,,
2837,university of arkansas montice,,1,,,,
2838,top 10 ivy league,1,1,,,,
2839,one of the t14,1,1,,,,
2840,truman state,,1,,,,
2841,ubalt,,1,,,,
2842,public(large),,,,,,
2843,top private liberal arts,,,,,,
2844,"small, private women",,,,,,
2845,"private, top-10 university",1,1,,,,
2846,private - tier 3,,,,,,
2847,major canaian university,,,,,,
2848,university of north alabama,,1,,,,
2849,lahore university of managemen,,1,,,,
2850,"jesuit university, business sc",,,,,,
2851,low-ranked big state school,,,,,,
2852,public-- midwest,,,,,,
2853,u. of maryland,,1,,,,
2854,bob jones university,,1,,,,
2855,physical therapy,,,,,,
2856,public liberal arts school,,,,,,
2857,tier i lac/seven sisters schoo,,,,,1,
2858,the city college of ny,,,,,,
2859,virginia,,1,,,,
2860,lg public / private,,,,,,
2861,public (big ten),,,1,,,
2862,liberal arts/private,,,,,,
2863,not well-known,,,,,,
2864,national university top 50,1,1,,,,
2865,argosy university,,1,,,,
2866,public university top 50,1,1,,,,
2867,uh,,1,,,,
2868,geneva college,,1,,,,
2869,small baptist,,,,,,
2870,public- top 25,1,1,,,,
2871,large top tier publi,,,,,,
2872,cheap public,,,,,,
2873,u washington,,1,,,,
2874,public - medium,,,,,,
2875,tier ii - lac,,,,,,
2876,not too fancy,,,,,,
2877,large canadian,,,,,,
2878,umb,,1,,,,
2879,private; co-educational,,,,,,
2880,university of centra,,,,,,
2881,u. of illinois,,1,,,,
2882,public-thomas edison state col,,1,,,,
2883,ut permian basin,,1,,,,
2884,warsaw high school,,,,,,
2885,georgia gwinnett college,,1,,,,
2886,large top public,,,,,,
2887,big ol state school,,,,,,
2888,"small, private, liberal arts",,,,,,
2889,university of south florida (p,,1,,,,
2890,private - top 10 regional,1,1,,,,
2891,big university,,,,,,
2892,0,,,,,,
2893,big city,,,,,,
2894,harvard extension program,,,,,,
2895,public (unc-ch),,1,,,,
2896,strong in sciences,,,,,,
2897,liberal arts top 25,1,1,,,,
2898,cupl,,1,,,,
2899,top 20 pharmacy scho,1,1,,,,
2900,university - medium size,,,,,,
2901,university of michigan-flint,,1,,,,
2902,top 10 non-ivy,1,1,,,,
2903,private foreign,,,,,,
2904,state: ba/ma,,,,,,
2905,"second tier, public",,,,,,
2906,turtle,,,,,,
2907,usm,,1,,,,
2908,new york law school,,1,,,,
2909,state univ (uoffl) sec,,,,,,
2910,top25 (top10 eng)*,1,1,,,,
2911,william paterson,,1,,,,
2912,neiu,,1,,,,
2913,undergrad-business,,,,,,
2914,west virginia univer,,1,,,,
2915,university of wa,,1,,,,
2916,u chicago,,1,,,,
2917,social science,,,,,,
2918,university of houston-downtown,,1,,,,
2919,ucwv,,1,,,,
2920,2nd tier public,,,,,,
2921,private-jesuit,,,,,,
2922,4 year state university,,,,,,
2923,top5,1,1,,,,
2924,california state university lo,,1,,,,
2925,top 50 engineering school,1,1,,,,
2926,major state univ.,,,,,,
2927,outside us,,,,,,
2928,southern ivy,,,,,,
2929,large - univ. of michigan,,1,,,,
2930,int.,,,,,,
2931,"private, tier 1",,,,,,
2932,national private,,,,,,
2933,urban private,,,,,,
2934,t25 liberal arts college,1,1,,,,
2935,univ. of southern cal,,1,,,,
2936,top 5 o&#39;all. #1,1,1,,,,
2937,catholic top-tier,,,,,,
2938,top 12,1,1,,,,
2939,umass amherst,,1,,,,
2940,unranked public,,,,,,
2941,small/state,,,,,,
2942,university of south dakota,,1,,,,
2943,private/major research,,,,,,
2944,california state school,,1,,,,
2945,top 20 (private),1,1,,,,
2946,stupid and easy,,,,,,
2947,30th-ish national liberal arts,1,1,,,,
2948,public (top 50),1,1,,,,
2949,university of pennslyvania,,1,,,,
2950,big public midwest,,,,,,
2951,mid range state,,,,,,
2952,top tier engineering,,,,,,
2953,big international,,,,,,
2954,engineering school (utd),,1,,,,
2955,u of u,,1,,,,
2956,public-texas a&m,,1,,,,
2957,acc,,1,,,,
2958,non-us university,,,,,,
2959,universtiy of iowa,,1,,,,
2960,university of wiscon,,1,,,,
2961,small canadian,,,,,,
2962,ashford university,,1,,,,
2963,private undergraduat,,,,,,
2964,public - top 25,1,1,,,,
2965,gonzaga,,1,,,,
2966,3rd tier state schoo,,,,,,
2967,4-year state university,,,,,,
2968,directional school,,,,,,
2969,mid-size state school,,,,,,
2970,jesuit/liberal arts,,,,,,
2971,top 10 univ,1,1,,,,
2972,mid-atlantic urban,,,,,,
2973,longwood university,,1,,,,
2974,loyola university new orleans,,1,,,,
2975,tier 1 public institution,,,,,,
2976,sate,,,,,,
2977,private sectarian,,,,,,
2978,small public ttt,,,,,,
2979,southern public,,,,,,
2980,good one,,,,,,
2981,mid size public,,,,,,
2982,metropolitan state university,,,,,,
2983,college of saint rose,,1,,,,
2984,university of dallas,,1,,,,
2985,ivy undergrad; b.a.,,1,,,,
2986,top regional private,,,,,,
2987,boston u.,,1,,,,
2988,kenyan university,,1,,,,
2989,prairie view,,1,,,,
2990,world top 50,,,,,,
2991,public u.,,,,,,
2992,st. bonaventure university,,1,,,,
2993,public suny,,1,,,,
2994,uccs,,1,,,,
2995,mixed,,,,,,
2996,large public/state university,,,,,,
2997,private/public,,,,,,
2998,arizona state u,,1,,,,
2999,grand valley state university,,1,,,,
3000,rutgers -nb,,1,,,,
3001,"top 20, cum laude",1,1,,,,
3002,mid state,,,,,,
3003,univ of south caroli,,1,,,,
3004,top 3 hbcu,1,1,,,,1
3005,top 15 engineering,1,1,,,,
3006,private [top 10 national],1,1,,,,
3007,"mid-sized, public",,,,,,
3008,lage public,,,,,,
3009,top 50 - private,1,1,,,,
3010,university of guam,,1,,,,
3011,the college of william & mary,,1,,,,
3012,public-uc,,1,,,,
3013,top 50 private univ.,1,1,,,,
3014,50--70,1,1,,,,
3015,u of alaska anchorage,,1,,,,
3016,large canadian   large english,,,,,,
3017,b1g,,,,,,
3018,small private eng,,,,,,
3019,rutgers - newark,,1,,,,
3020,private; medium; elite,,,,,,
3021,top-25 private,1,1,,,,
3022,indiana university - indianapo,,1,,,,
3023,liberal arts top 15,1,1,,,,
3024,university of alabama at birmi,,1,,,,
3025,top 10 business (public),1,1,,,,
3026,indiana university - bloomingt,,1,,,,
3027,lynchburg college,,1,,,,
3028,clayton state,,1,,,,
3029,t50,1,1,,,,
3030,univ,,,,,,
3031,emerson college,,1,,,,
3032,a good music conservatory,,1,,,,
3033,fancy,,,,,,
3034,university of montana,,1,,,,
3035,t-5 liberal arts,1,1,,,,
3036,butler,,1,,,,
3037,most selective,,,,,,
3038,university of denver,,1,,,,
3039,t14 undergrad,1,1,,,,
3040,top 75 liberal arts,1,1,,,,
3041,not usc,,,,,,
3042,top 10 public (ucsd),,1,,,,
3043,private- top ranked,,,,,,
3044,mac,,,,,,
3045,top international,,,,,,
3046,university of tennessee - knox,,1,,,,
3047,north carolina a&t state unive,,1,,,,
3048,the university of tennessee -,,1,,,,
3049,lib. arts,,,,,,
3050,private jesuit university,,,,,,
3051,university of north carolina -,,1,,,,
3052,usnwr top 100,1,1,,,,
3053,cool one,,,,,,
3054,top 10 lib. arts,1,1,,,,
3055,endicott college,,1,,,,
3056,public-tier 3 national,,,,,,
3057,liberal arts college - new eng,,,,,,
3058,big 10- large public,,,1,,,
3059,susquehanna university,,1,,,,
3060,private - dc,,,,,,
3061,non-ranked public,,,,,,
3062,under grad,,,,,,
3063,university of wisconsin- madis,,1,,,,
3064,large state - csu,,1,,,,
3065,us top 50,1,1,,,,
3066,public - ucsd,,1,,,,
3067,fancy/old,,,,,,
3068,top canadian school,,,,,,
3069,brooklyn cuny,,1,,,,
3070,university of colorado colorad,,1,,,,
3071,university of texas - austin,,1,,,,
3072,university of tn-chattanooga,,1,,,,
3073,1999 grad,,,,,,
3074,private top 20 liber,1,1,,,,
3075,private liberal-arts,,,,,,
3076,ug,,,,,,
3077,champlain college,,1,,,,
3078,saint louis u,,1,,,,
3079,private university in texas,,,,,,
3080,"private, top 40",1,1,,,,
3081,baller,,,,,,
3082,medium private top 15,1,1,,,,
3083,top  liberal arts,,,,,,
3084,state commuter campus,,,,,,
3085,mid sized public,,,,,,
3086,boston school,,,,,,
3087,sacred heart university,,1,,,,
3088,uncp,,1,,,,
3089,case western,,1,,,,
3090,top 10 liberal arts college,1,1,,,,
3091,"1st private, 2nd public",,,,,,
3092,big east - major public,,,,,,
3093,private liberal arts u.,,,,,,
3094,isu/jmls,,1,,,,
3095,ivy league-liberal arts,1,1,,,,
3096,fordham university rose hill g,,1,,,,
3097,brigham young university-idaho,,1,,,,
3098,a,,,,,,
3099,private liberal,,,,,,
3100,public - uw,,1,,,,
3101,top regional college (midwest),,,,,,
3102,university of evansville,,1,,,,
3103,large public state school,,,,,,
3104,public ivy league,,,,,,
3105,small texas public,,,,,,
3106,"private, research",,,,,,
3107,university of texas a&m,,1,,,,
3108,catholic liberal arts,,,,,,
3109,business admin,,,,,,
3110,ohio wesleyan,,1,,,,
3111,bloomsburg university,,1,,,,
3112,top 1005,,,,,,
3113,private - top,,,,,,
3114,public (top 40),1,1,,,,
3115,penn state university - public,,1,,,,
3116,large public and juco,,,,,,
3117,sm/private,,,,,,
3118,embry-riddle aeronautical univ,,1,,,,
3119,univ of florida,,1,,,,
3120,liberal arts (furman universit,,1,,,,
3121,smith college,,1,,,,
3122,university of new haven,,1,,,,
3123,george washingotn university,,1,,,,
3124,top private (tier 2),,,,,,
3125,midwest state school,,,,,,
3126,williams,,1,,,,
3127,top 30 undergrad school,1,1,,,,
3128,university of colorado - bould,,1,,,,
3129,t-30,1,1,,,,
3130,selective liberal ar,,,,,,
3131,unknown small liberal arts col,,,,,,
3132,top 50 liberal arts college,1,1,,,,
3133,top 12 liberal arts college,1,1,,,,
3134,indiana university bloomington,,1,,,,
3135,mid sized private school,,,,,,
3136,medium - public,,,,,,
3137,highschool,,,,,,
3138,barnard college,,1,,,,
3139,univeristy of toledo,,1,,,,
3140,university of the pacific,,1,,,,
3141,public (ca),,,,,,
3142,well ranked liberal,,,,,,
3143,siuc,,1,,,,
3144,public major,,,,,,
3145,private or public,,,,,,
3146,suny old westbury,,1,,,,
3147,public/top25,1,1,,,,
3148,gw undergrad,,1,,,,
3149,mississippi college,,1,,,,
3150,"public, mid-size",,,,,,
3151,"private, regional, tier 1",,,,,,
3152,hoya,,1,,,,
3153,private online,,,,,,
3154,top 75 national university,1,1,,,,
3155,"university at albany, suny",,1,,,,
3156,pittsburgh,,1,,,,
3157,very public,,,,,,
3158,southern illinois university -,,1,,,,
3159,service (military) academy,,,,,,
3160,major engineering,,,,,,
3161,private lib. arts,,,,,,
3162,small school,,,,,,
3163,university of pa,,1,,,,
3164,swarthmore,,1,,,,
3165,midwest public school,,,,,,
3166,large public(bigten),,,1,,,
3167,"4 year, public",,,,,,
3168,middle,,,,,,
3169,large public/ state university,,,,,,
3170,uva - top public,,1,,,,
3171,private - religious,,,,,,
3172,"university of california, sant",,1,,,,
3173,"public-eugene, or",,,,,,
3174,top 2 private,1,1,,,,
3175,average state,,,,,,
3176,third-tier public,,,,,,
3177,mid-sized private (cath),,,,,,
3178,geneseo,,1,,,,
3179,siu,,1,,,,
3180,oregon state university,,1,,,,
3181,ivy leage,,1,,,,
3182,undegraduate,,,,,,
3183,penn state main,,1,,,,
3184,top 45 (private),1,1,,,,
3185,private (t-20),1,1,,,,
3186,top 35,1,1,,,,
3187,pharmacy school,,,,,,
3188,samford,,1,,,,
3189,u of wisconsin-madison,,1,,,,
3190,"top 20 national, non ivy, priv",1,1,,,,
3191,washington state univ,,1,,,,
3192,utsa,,1,,,,
3193,"tier iii, large state school",,,,,,
3194,large public (big ten),,,1,,,
3195,benedict college,,1,,,,
3196,wellesley. damn right.,,1,,,,
3197,university of rochester - priv,,1,,,,
3198,mars hill college,,1,,,,
3199,sec- guess!,,,,,,
3200,non-trad,,,,,,
3201,dsfsdfsdfdfsdfsdfsdfdsfdsf,,,,,,
3202,four year,,,,,,
3203,top 5 la,1,1,,,,
3204,arts and science,,,,,,
3205,university of baltimore,,1,,,,
3206,top tier private (no,,,,,,
3207,fudan university,,,,,,
3208,top 14,1,1,,,,
3209,large and annoying,,,,,,
3210,public -- engineerin,,,,,,
3211,ginormous public,,,,,,
3212,top 10 ugrad,1,1,,,,
3213,public-csu,,1,,,,
3214,private university - top 20,1,1,,,,
3215,new york,,,,,,
3216,large public (ucsc),,1,,,,
3217,catholic northeast,,,,,,
3218,university of maryland college,,1,,,,
3219,cal state dominguez hills,,1,,,,
3220,private- gwu,,1,,,,
3221,number 1 ranked la s,1,1,,,,
3222,mcdaniel college,,1,,,,
3223,va tech,,1,,,,
3224,public ivy (us) / world top 20,1,1,,,,
3225,washington state,,1,,,,
3226,dean college,,1,,,,
3227,the college of saint rose,,1,,,,
3228,berry,,1,,,,
3229,private ne,,,,,,
3230,no name ug,,,,,,
3231,large state college,,,,,,
3232,small lib-arts,,,,,,
3233,univerisy,,,,,,
3234,crap,,,,,,
3235,kalefournia,,1,,,,
3236,large public (state),,,,,,
3237,masters - msu,,1,,,,
3238,"t20, private university",1,1,,,,
3239,wheaton college,,1,,,,
3240,"<a href=\""http://www.gov-aucti",,,,,,
3241,"top 25, then 2nd tier",1,1,,,,
3242,private women's,,,,,,
3243,public - 4 yr,,,,,,
3244,radford university,,1,,,,
3245,swufe,,,,,,
3246,top 20 undergrad,1,1,,,,
3247,average state univer,,,,,,
3248,purdue universty,,1,,,,
3249,"public, state u",,,,,,
3250,public top tier,,,,,,
3251,large pubic,,,,,,
3252,private four year university,,,,,,
3253,division 1,,,,,,
3254,"large public, top 5",1,1,,,,
3255,public national,,,,,,
3256,top 75,1,1,,,,
3257,"university at buffalo, the sta",,1,,,,
3258,top 10 regional - midwest - pr,1,1,,,,
3259,loyola university ch,,1,,,,
3260,medgar evers college,,1,,,,
3261,in texas,,,,,,
3262,tier iv,,,,,,
3263,york,,,,,,
3264,university of illinois urbana-,,1,,,,
3265,univ. of mn,,1,,,,
3266,penn state - university park,,1,,,,
3267,san jose state university,,1,,,,
3268,china,,,,,,
3269,top 11 public,1,1,,,,
3270,online/private,,,,,,
3271,north greenville university,,1,,,,
3272,diaztello,,,,,,
3273,top 3 public school,1,1,,,,
3274,prairie view a&m university,,1,,,,
3275,california public,,,,,,
3276,large public (top 100),1,1,,,,
3277,university at buffal,,1,,,,
3278,overrated public,,,,,,
3279,univ. of delaware,,1,,,,
3280,public university (ulm),,,,,,
3281,management,,,,,,
3282,directional public,,,,,,
3283,t25 liberal arts school,1,1,,,,
3284,the college of william and mar,,1,,,,
3285,"private, lehigh univ",,1,,,,
3286,"midsize, midwest, state",,,,,,
3287,the #1 ttt,,,,,,
3288,bethune-cookman university,,1,,,,
3289,suny - no frills,,1,,,,
3290,private 1st tier,,,,,,
3291,pvt,,,,,,
3292,large western public,,,,,,
3293,average large state univ,,,,,,
3294,university of kent,,1,,,,
3295,u of m ann arbor,,1,,,,
3296,wnec,,,,,,
3297,arizona state univ.,,1,,,,
3298,missouri valley,,1,,,,
3299,"small, liberal-arts",,,,,,
3300,"huge, urban, private",,,,,,
3301,very large public,,,,,,
3302,texas,,,,,,
3303,university of illinois chicago,,1,,,,
3304,rice,,1,,,,
3305,medium liberal arts,,,,,,
3306,"top 50, state",1,1,,,,
3307,selective private,,,,,,
3308,major research- private,,,,,,
3309,private - seton hall,,1,,,,
3310,top public school honors colle,,,,,,
3311,cleveland state university,,1,,,,
3312,decent public,,,,,,
3313,top 5-liberal arts,1,1,,,,
3314,top 20 european,,,,,,
3315,"state, va",,,,,,
3316,west texas a&m university,,1,,,,
3317,university of maryland univers,,1,,,,
3318,tsinghua university,,,,,,
3319,research u,,,,,,
3320,federal,,,,,,
3321,major public school,,,,,,
3322,univeristy of michigan,,1,,,,
3323,large liberal arts,,,,,,
3324,private - top 25,1,1,,,,
3325,private top tier,,,,,,
3326,t50 national,1,1,,,,
3327,u. of kentucky,,1,,,,
3328,"#2 public, big 10",1,1,1,,,
3329,bryant university,,1,,,,
3330,cu boulder,,1,,,,
3331,public top 20 ug,1,1,,,,
3332,liberal arts college (top 10),1,1,,,,
3333,suny buffalo,,1,,,,
3334,univ. of pa,,1,,,,
3335,i bleed burnt orange,,,,,,
3336,public (uc system),,1,,,,
3337,second rate state school,,,,,,
3338,go hokies,,1,,,,
3339,washu,,1,,,,
3340,scinece & engineering,,,,,,
3341,women\'s,,,,,,
3342,large public university (top 6,1,1,,,,
3343,private/top 10,1,1,,,,
3344,old dominion university,,1,,,,
3345,university at,,,,,,
3346,marqutte univeristy,,1,,,,
3347,small private liberal arts t20,1,1,,,,
3348,public (acc),,,,,,
3349,elite public,,,,,,
3350,4 year liberal arts college,,,,,,
3351,t-15 private university,1,1,,,,
3352,privalte,,,,,,
3353,florida a&m,,1,,,,
3354,religious private,,,,,,
3355,one that teaches,,,,,,
3356,private liberal art,,,,,,
3357,baldwin-wallace college,,1,,,,
3358,utah state,,1,,,,
3359,t5 public,1,1,,,,
3360,mississippi state univ,,1,,,,
3361,top public big 10,,,1,,,
3362,university of cali,,1,,,,
3363,state school in nc,,1,,,,
3364,small selective private,,,,,,
3365,public t-20 business school,1,1,,,,
3366,private (also attended grad sc,,,,,,
3367,ca state university,,1,,,,
3368,california state univ sacramen,,1,,,,
3369,top 10 public school,1,1,,,,
3370,"small, somewhat prestigious  l",,,,,,
3371,vanguard university,,1,,,,
3372,top in china,,,,,,
3373,slac (small liberal arts colle,,,,,,
3374,united states naval academy,,1,,,,
3375,private - top 25 lac,1,1,,,,
3376,public (asu),,1,,,,
3377,private 4-year,,,,,,
3378,private-top 5,1,1,,,,
3379,large private religi,,,,,,
3380,t20 ugrad,1,1,,,,
3381,liberals arts,,,,,,
3382,good public (uc sant,,1,,,,
3383,state urban,,,,,,
3384,public (unc system),,1,,,,
3385,carleton college,,,,,,
3386,university (large),,,,,,
3387,public liberal arts uni,,,,,,
3388,virginia commonwealth u.,,1,,,,
3389,houghton college,,1,,,,
3390,suny brockport,,1,,,,
3391,non-traditional,,,,,,
3392,university of british columbia,,,,,,
3393,third tier public,,,,,,
3394,american public university sys,,,,,,
3395,"socon, major public",,,,,,
3396,public (u of michigan),,1,,,,
3397,university of massachusetts am,,1,,,,
3398,womens,,,,,,
3399,private liberal arts top 50,1,1,,,,
3400,young harris college,,1,,,,
3401,"upstate ny, liberal",,,,,,
3402,brigham young university provo,,1,,,,
3403,hbcu (private),,,,,,1
3404,idaho state,,1,,,,
3405,foreign school,,,,,,
3406,obscurely small,,,,,,
3407,"public, state school",,,,,,
3408,public 4-yr university,,,,,,
3409,mines & technology,,1,,,,
3410,unknown,,,,,,
3411,women&#39;s lac,1,1,,,,
3412,chico state,,1,,,,
3413,university of applied sciences,,1,,,,
3414,public (top tier),,,,,,
3415,t2 public,1,1,,,,
3416,texas a&m international univer,,1,,,,
3417,private (ivy),,1,,,,
3418,wisconsin oshkosh,,1,,,,
3419,"small private, jesuit",,,,,,
3420,"private, catholic research uni",,,,,,
3421,state-major,,,,,,
3422,florida int'l university,,1,,,,
3423,top 20 -private,1,1,,,,
3424,allegheny college,,1,,,,
3425,"private, w/ ivy on the walls",,,,,,
3426,biiig public,,,,,,
3427,big ivy,1,1,,,,
3428,4th tier state university,,,,,,
3429,small private liberal arts col,,,,,,
3430,ivy (yale),,1,,,,
3431,distance education,,,,,,
3432,concordia university-montreal,,,,,,
3433,thomas jefferson,,1,,,,
3434,midwestern private,,,,,,
3435,new england liberal,,,,,,
3436,private / jesuit,,,,,,
3437,midwestern catholic,,,,,,
3438,international renowned,,,,,,
3439,salem state,,1,,,,
3440,public research,,,,,,
3441,bryn mawr,,1,,,,
3442,private nyc metro area,,,,,,
3443,"private, top 55",1,1,,,,
3444,school of journalism,,,,,,
3445,university of the incarnate wo,,1,,,,
3446,1st tier,,,,,,
3447,ntu (international 4 year uni,,,,,,
3448,top 50 * uc system,1,1,,,,
3449,private (byu),,1,,,,
3450,nicholls state,,1,,,,
3451,u of fl,,1,,,,
3452,tier 1 research institution,,,,,,
3453,lipscomb university,,1,,,,
3454,public (top 5),1,1,,,,
3455,public university (top 100),1,1,,,,
3456,private--syracuse un,,1,,,,
3457,wash u (st. louis),,1,,,,
3458,non-hys ivy,,1,,,,
3459,wisconsin-whitewater,,1,,,,
3460,yonsei,,,,,,
3461,highly selective university,,,,,,
3462,"large, public (uw-ma",,1,,,,
3463,mt. st. mary's university,,1,,,,
3464,california polytechnic,,1,,,,
3465,state-related,,,,,,
3466,public/san francisco state uni,,,,,,
3467,university of texas pan americ,,1,,,,
3468,university of pittsburgh cba,,1,,,,
3469,private - byu,,1,,,,
3470,"private, 4-year",,,,,,
3471,sweet briar college,,1,,,,
3472,ecampus state school,,1,,,,
3473,u c s c,,1,,,,
3474,state ug,,,,,,
3475,medical school,,,,,,
3476,t5  state,1,1,,,,
3477,uc denver,,1,,,,
3478,um ann arbor,,1,,,,
3479,cal-state,,1,,,,
3480,"liberal arts, privat",,,,,,
3481,ivy public,,1,,,,
3482,public (regional campus of a l,,,,,,
3483,l,,,,,,
3484,public/ liberal arts,,,,,,
3485,private liberal arts top 75,1,1,,,,
3486,low level,,,,,,
3487,"private, selective",,,,,,
3488,unremarkable state school,,,,,,
3489,average public,,,,,,
3490,mid-level regional,,,,,,
3491,university (undergrad),,,,,,
3492,private midwest,,,,,,
3493,flagler college,,1,,,,
3494,university of nebraska omaha,,1,,,,
3495,gsu,,1,,,,
3496,unca,,1,,,,
3497,stern business school,,1,,,,
3498,hsslac,,1,,,,
3499,public    wcu,,1,,,,
3500,"t10, private",1,1,,,,
3501,"public, 4 year",,,,,,
3502,depauw university,,,,,,
3503,univ. of michigan - ann arbor,,1,,,,
3504,565 w. adams (hopefully),,,,,,
3505,it's all about the u,,,,,,
3506,san francisco state university,,1,,,,
3507,top 25 business scho,1,1,,,,
3508,t-10 liberal arts,1,1,,,,
3509,private women's college,,,,,,
3510,undergraduate college,,,,,,
3511,3rd tier public,,,,,,
3512,uw-l,,1,,,,
3513,"ttt, small private",,,,,,
3514,msu!!!!,,1,,,,
3515,public regional,,,,,,
3516,pretty good public,,,,,,
3517,marquette,,1,,,,
3518,"miami univ, ohio",,1,,,,
3519,top 3 public university,1,1,,,,
3520,private 4-yr,,,,,,
3521,texas southern university,,1,,,,
3522,t14,1,1,,,,
3523,large private...well,,,,,,
3524,united states military academy,,1,,,,
3525,upenn (wharton),,1,,,,
3526,u penn,,1,,,,
3527,holy family university,,1,,,,
3528,top 50 major university,1,1,,,,
3529,university of michigan-dearbor,,1,,,,
3530,pac-10 university,,,,1,,
3531,large public ca,,1,,,,
3532,best in state,,,,,,
